Name,Date_of_birth,Opening_date,Expiry_date,Credit_limit,Statement_balance,Available_credit
Georgia Cannady,1938-10-26,2020-03-22,2025-03-22,57000.0,20842.82,36157.18
Norma Levine,1954-12-06,2012-08-22,2017-08-22,66000.0,58633.01,7366.989999999998
Melissa Schermerhorn,1983-10-22,2004-06-22,2009-06-22,61000.0,27848.86,33151.14
Karen Taylor,1960-06-25,2005-06-19,2010-06-19,8500.0,2450.55,6049.45
Michael Stephens,1989-07-22,2008-07-08,2013-07-08,74000.0,61716.88,12283.120000000003
Ted Garrison,1912-04-17,2003-05-18,2008-05-18,2000.0,340.88,1659.12
Jennifer Torres,1944-09-18,2009-03-12,2014-03-12,95500.0,47054.64,48445.36
Ollie Mcclellan,1969-01-31,2005-03-20,2010-03-20,81500.0,50769.58,30730.42
Catherine Waters,1956-07-03,2014-04-16,2019-04-16,96500.0,1593.61,94906.39
Jane Grafton,1987-08-15,2008-10-17,2013-10-17,68000.0,21432.72,46567.28
Bessie Coley,1966-02-01,2019-05-02,2024-05-02,36000.0,3793.1,32206.9
Jacqueline Blazer,1920-06-14,2008-01-17,2013-01-17,22000.0,6163.83,15836.17
Heidi White,1928-08-18,2019-01-26,2024-01-26,94000.0,59132.2,34867.8
Ethel Holt,1967-08-24,2005-01-23,2010-01-23,2500.0,83.91,2416.09
Shelly Engelbrecht,1928-06-09,2008-10-27,2013-10-27,16000.0,5065.57,10934.43
Barbara Green,1923-01-05,2016-01-31,2021-01-31,89000.0,12242.31,76757.69
Malcolm Aderholt,1906-05-03,2004-09-21,2009-09-21,3500.0,1515.43,1984.57
Chris Anson,1984-06-07,2022-03-22,2027-03-22,25000.0,8757.59,16242.41
Tony Ovalle,1967-06-01,2016-03-26,2021-03-26,68000.0,35571.24,32428.760000000002
Benjamin Brown,1943-04-27,2000-01-06,2005-01-06,79000.0,34875.17,44124.83
Lisa Sixkiller,1989-05-31,2012-02-16,2017-02-16,13000.0,8292.66,4707.34
Timothy Mcneil,1980-11-16,2003-04-23,2008-04-23,33500.0,26923.71,6576.290000000001
Mary Giacchino,1960-01-05,2001-05-13,2006-05-13,31500.0,14834.74,16665.260000000002
Helen Warren,1936-05-14,2018-02-26,2023-02-26,8500.0,3530.39,4969.610000000001
Jami Orduna,1980-12-26,2002-01-25,2007-01-25,89000.0,50562.56,38437.44
Joshua Hopp,1963-06-18,2021-08-01,2026-08-01,39500.0,18386.5,21113.5
Mary Peterson,1976-06-20,2019-12-25,2024-12-25,82000.0,22133.4,59866.6
Antonette Davis,1975-04-22,2020-04-04,2025-04-04,30000.0,26935.96,3064.040000000001
Daniel Kato,1970-03-11,2011-12-16,2016-12-16,8000.0,6557.79,1442.21
Cassandra Browder,1971-08-31,2015-10-31,2020-10-31,63000.0,30486.93,32513.07
Tom Shuler,1955-01-25,2019-10-04,2024-10-04,50500.0,50421.6,78.40000000000146
Mark Gonzalea,1941-12-21,2007-08-21,2012-08-21,60500.0,2172.5,58327.5
Francis Brown,1934-12-30,2011-06-28,2016-06-28,34000.0,15958.78,18041.22
Michael Chan,1945-04-16,2013-10-11,2018-10-11,84000.0,26321.05,57678.95
Lesha Meyer,1975-02-12,2013-11-25,2018-11-25,68000.0,20020.83,47979.17
Debra Hamilton,1987-10-20,2009-11-01,2014-11-01,43500.0,7682.58,35817.42
Brenda Hart,1923-02-19,2019-08-29,2024-08-29,74000.0,23445.56,50554.44
Chris Pogozelski,1922-10-10,2011-12-03,2016-12-03,40500.0,34094.31,6405.690000000002
Randy Popp,1992-10-26,2013-04-09,2018-04-09,60500.0,31043.63,29456.37
Lisa Johnson,1982-01-03,2008-08-01,2013-08-01,16500.0,14022.38,2477.620000000001
Robert Ellenberger,1998-05-06,2022-08-17,2027-08-17,4000.0,2918.89,1081.1100000000001
Benjamin Capps,1979-03-31,2019-06-21,2024-06-21,96000.0,88374.62,7625.380000000005
Edna Mccullough,1926-08-13,2001-04-01,2006-04-01,53000.0,7897.9,45102.1
Vincent Carpenter,1934-02-06,2012-08-11,2017-08-11,80000.0,39282.38,40717.62
Patricia Schwartz,1932-03-19,2004-09-01,2009-09-01,52000.0,10266.51,41733.49
Iris Lacy,1915-07-21,2009-06-10,2014-06-10,90000.0,76749.32,13250.679999999993
Cynthia Thompson,1931-08-08,2018-12-13,2023-12-13,88000.0,9078.74,78921.26
Mildred Wall,1926-03-24,2019-11-06,2024-11-06,68000.0,37260.61,30739.39
Gregory Potter,1980-10-16,2015-11-20,2020-11-20,47000.0,35211.85,11788.150000000001
Abbey Davis,1920-05-07,2001-10-30,2006-10-30,60000.0,41943.89,18056.11
Brenda Denham,1966-02-28,2011-02-05,2016-02-05,8500.0,5902.46,2597.54
Dawn Bushaw,1963-12-07,2016-02-03,2021-02-03,15000.0,63.53,14936.47
Donna Reynolds,1938-04-01,2002-02-21,2007-02-21,32500.0,14507.48,17992.52
Thomas Lynn,1951-02-20,2018-07-26,2023-07-26,42500.0,16745.1,25754.9
Tabitha Oakley,1952-10-20,2014-10-23,2019-10-23,38500.0,38328.2,171.8000000000029
John Plummer,1952-10-31,2014-02-18,2019-02-18,37500.0,2285.45,35214.55
Edna Gilmer,1946-05-24,2016-06-16,2021-06-16,72000.0,65671.03,6328.970000000001
Valerie Thomas,1931-03-30,2018-05-18,2023-05-18,39000.0,2546.62,36453.38
Vivian Patterson,1992-05-16,2014-03-16,2019-03-16,81500.0,8752.18,72747.82
Addie Owen,1934-11-06,2018-09-22,2023-09-22,75000.0,19689.17,55310.83
Mickey Palmer,1940-03-27,2021-01-20,2026-01-20,74500.0,36437.49,38062.51
Charles Hilbert,1955-09-04,2015-10-14,2020-10-14,29000.0,2595.0,26405.0
Robert Stuart,1922-01-18,2007-06-15,2012-06-15,30500.0,21701.3,8798.7
Lynn Mcniel,1931-01-17,2013-01-22,2018-01-22,62500.0,60407.85,2092.1500000000015
Peggy Carroll,1906-07-08,2005-06-02,2010-06-02,73000.0,40463.32,32536.68
David Baca,1943-11-18,2005-06-11,2010-06-11,36500.0,21881.47,14618.529999999999
Sam Riley,1981-12-29,2002-01-10,2007-01-10,36000.0,21275.16,14724.84
Frank Sanders,1983-06-23,2008-12-31,2013-12-31,21000.0,20920.17,79.83000000000175
Sheri Bray,1929-05-22,2010-05-14,2015-05-14,16500.0,10563.97,5936.030000000001
Michael Dunlow,1946-01-11,2021-03-23,2026-03-23,61000.0,37501.7,23498.300000000003
James Elman,1982-12-12,2022-07-04,2027-07-04,16500.0,15171.15,1328.8500000000004
Irma Kelty,1964-11-08,2021-02-07,2026-02-07,46000.0,42205.51,3794.489999999998
Johanna Trammel,1946-04-10,2011-09-05,2016-09-05,53500.0,11075.79,42424.21
Samuel Carter,1913-12-05,2001-03-19,2006-03-19,32000.0,3315.01,28684.989999999998
Archie Bohn,1983-09-03,2017-01-02,2022-01-02,62000.0,18164.27,43835.729999999996
Kelsey Piper,1978-03-21,2004-06-12,2009-06-12,23000.0,19002.67,3997.3300000000017
Eliseo Cornell,1946-03-28,2008-01-24,2013-01-24,12000.0,6462.28,5537.72
Audrey Wheat,1971-11-25,2005-06-17,2010-06-17,14500.0,13280.42,1219.58
Carrie Westerheide,1939-03-28,2022-02-14,2027-02-14,40000.0,25142.14,14857.86
Kara Jackson,1976-07-09,2018-08-12,2023-08-12,4500.0,2600.43,1899.5700000000002
Sandra Garcia,1942-02-14,2017-05-08,2022-05-08,35500.0,4883.06,30616.94
Yvonne Romon,1958-10-10,2011-09-14,2016-09-14,25000.0,13292.64,11707.36
Eleanor Akerley,1958-03-13,2008-08-17,2013-08-17,59500.0,23029.0,36471.0
Franklin Liedtke,1978-06-29,2001-08-26,2006-08-26,14500.0,6570.08,7929.92
Tammy Gonnella,1942-05-15,2018-05-16,2023-05-16,26500.0,222.94,26277.06
Charles Johnson,1916-02-28,2014-07-18,2019-07-18,13000.0,7059.23,5940.77
Melvin Heck,1983-04-14,2011-09-27,2016-09-27,98500.0,62425.64,36074.36
Billy Demps,1948-09-01,2008-05-31,2013-05-31,78000.0,60765.87,17234.129999999997
Michelle Hernandez,1962-08-09,2011-01-15,2016-01-15,96000.0,69529.96,26470.039999999994
Gladys Dunaway,1924-12-20,2018-04-30,2023-04-30,67000.0,10073.54,56926.46
Evelyn Duffy,1975-03-31,2004-05-25,2009-05-25,71500.0,34493.74,37006.26
Debra Kane,1979-03-30,2000-06-04,2005-06-04,21500.0,15591.21,5908.790000000001
Nicole Jones,1983-11-14,2015-03-10,2020-03-10,21500.0,19456.09,2043.9099999999999
Jaime Lewis,1928-06-18,2010-02-01,2015-02-01,12500.0,3749.71,8750.29
David Jackson,1913-07-04,2001-06-11,2006-06-11,96500.0,69867.17,26632.83
Lyndon Semien,1946-05-27,2006-01-14,2011-01-14,28500.0,12349.65,16150.35
Lourdes Price,1916-04-28,2015-03-24,2020-03-24,83500.0,71539.33,11960.669999999998
Dawn Souffrant,1931-11-26,2009-03-21,2014-03-21,14000.0,4349.77,9650.23
Kristi Schulz,1944-08-12,2014-09-14,2019-09-14,70500.0,67557.91,2942.0899999999965
Donna Heine,1942-06-07,2007-05-14,2012-05-14,46500.0,9527.2,36972.8
Michael Meinzer,1942-07-26,2004-09-08,2009-09-08,27000.0,25377.76,1622.2400000000016
Jimmy Welch,1946-03-01,2001-08-12,2006-08-12,11500.0,8253.19,3246.8099999999995
Jewell Giannone,1974-07-23,2018-07-05,2023-07-05,58000.0,17079.43,40920.57
Celia Weida,1930-06-18,2011-09-30,2016-09-30,35000.0,31071.62,3928.380000000001
Joey Ritter,1979-01-11,2004-01-07,2009-01-07,55000.0,1978.55,53021.45
Beverly Schoenthal,1933-06-22,2016-04-07,2021-04-07,16000.0,14308.23,1691.7700000000004
Janet Hooks,1967-01-31,2002-02-24,2007-02-24,48000.0,15352.7,32647.3
Anthony Lashbrook,1994-05-16,2019-03-16,2024-03-16,75000.0,62675.94,12324.059999999998
Gary Senethavilouk,1951-09-21,2014-02-25,2019-02-25,58000.0,43247.77,14752.230000000003
Norman Myers,1974-11-10,2013-10-16,2018-10-16,56000.0,52775.44,3224.5599999999977
Scott Vasquez,1962-09-15,2012-07-24,2017-07-24,1500.0,532.19,967.81
Patricia Kohan,1964-11-26,2019-09-19,2024-09-19,4000.0,2210.53,1789.4699999999998
Robert Rogers,1935-07-23,2020-09-20,2025-09-20,60500.0,57532.31,2967.6900000000023
Joyce Flores,1992-05-18,2013-11-21,2018-11-21,55000.0,8537.89,46462.11
Maxine Burdett,1923-04-29,2011-07-19,2016-07-19,57500.0,7739.33,49760.67
Eric Nelson,1919-01-09,2016-12-03,2021-12-03,48000.0,13499.9,34500.1
Raymond Jameson,1999-07-12,2020-04-05,2025-04-05,55500.0,18087.57,37412.43
Jenette Franklin,1990-11-19,2009-12-02,2014-12-02,55000.0,33720.66,21279.339999999997
Donna Santiago,1950-11-18,2004-08-08,2009-08-08,22500.0,2565.15,19934.85
Kenneth Ford,1939-04-22,2002-04-26,2007-04-26,6500.0,4386.04,2113.96
Irene Zuhlke,1969-08-21,2020-11-27,2025-11-27,500.0,348.49,151.51
Terry Ramsey,1925-06-26,2021-03-31,2026-03-31,61500.0,54655.86,6844.139999999999
Lester Taylor,1956-12-30,2019-02-18,2024-02-18,1000.0,516.08,483.91999999999996
Zachary Reyes,1941-09-01,2006-03-23,2011-03-23,10000.0,5597.77,4402.23
Marc Muhr,1939-09-18,2017-11-27,2022-11-27,38000.0,33104.33,4895.669999999998
Randy Hudson,1951-10-07,2020-06-18,2025-06-18,84500.0,77034.0,7466.0
Freddie Martinez,1964-04-25,2012-09-21,2017-09-21,47000.0,32906.98,14093.019999999997
Linda Simpson,1950-11-25,2011-08-03,2016-08-03,7000.0,5890.53,1109.4700000000003
Michael Gass,1912-07-16,2012-02-29,2017-02-28,62500.0,49662.63,12837.370000000003
Sean Cutrona,1941-08-12,2022-11-13,2027-11-13,2500.0,404.81,2095.19
Michelle Pineda,1970-05-21,2001-09-25,2006-09-25,48500.0,33146.79,15353.21
Brad Miller,1937-10-03,2022-12-15,2027-12-15,34000.0,1383.95,32616.05
Patricia Conrow,1940-05-24,2006-08-06,2011-08-06,15000.0,2386.7,12613.3
Tony Muldrow,1985-06-13,2018-09-06,2023-09-06,51000.0,21108.51,29891.49
Ione Lea,1972-12-20,2013-08-18,2018-08-18,9000.0,458.68,8541.32
Maurice Rottman,1920-10-11,2015-06-07,2020-06-07,87500.0,57101.93,30398.07
Jeffrey Kurtz,1922-01-16,2015-04-19,2020-04-19,99000.0,42391.11,56608.89
John Funderburk,1963-08-11,2002-06-01,2007-06-01,86500.0,56651.19,29848.809999999998
Jason Highfill,1995-08-01,2019-01-23,2024-01-23,17000.0,581.89,16418.11
James Lorenzo,1978-06-13,2001-01-06,2006-01-06,36500.0,21065.38,15434.619999999999
John Savage,1980-10-09,2001-09-07,2006-09-07,48500.0,41664.79,6835.209999999999
Ernest Crouch,1951-11-17,2013-02-05,2018-02-05,68500.0,45076.41,23423.589999999997
Robin Stokes,1939-06-20,2020-02-02,2025-02-02,35000.0,32727.99,2272.0099999999984
Brian Case,1956-02-22,2018-10-27,2023-10-27,33000.0,21824.62,11175.380000000001
Roy Mather,1927-07-12,2003-04-07,2008-04-07,55000.0,41061.11,13938.89
Lucille Hernandez,1922-02-21,2001-07-21,2006-07-21,23000.0,5118.3,17881.7
Dorothy Greene,1976-10-23,2014-11-09,2019-11-09,34500.0,13.29,34486.71
Virginia Shorr,1938-11-17,2011-01-15,2016-01-15,21500.0,13620.3,7879.700000000001
James Burgess,1969-09-12,2016-09-30,2021-09-30,82500.0,28694.42,53805.58
Ernesto Serrano,1928-01-26,2017-03-19,2022-03-19,74000.0,21370.84,52629.16
John Phillips,1913-04-23,2001-02-08,2006-02-08,26000.0,9904.36,16095.64
Dwayne Farley,1964-04-07,2015-09-08,2020-09-08,79000.0,20315.98,58684.020000000004
Linda Blumenfeld,1960-07-10,2007-05-18,2012-05-18,14500.0,11174.13,3325.870000000001
Louise Watts,1954-04-29,2016-09-04,2021-09-04,11500.0,2104.26,9395.74
George Christian,1921-04-11,2015-01-28,2020-01-28,17500.0,4545.68,12954.32
Joshua Pauley,1922-09-14,2011-04-08,2016-04-08,91000.0,64952.16,26047.839999999997
Joaquin Brock,1944-08-08,2006-03-25,2011-03-25,42000.0,22816.29,19183.71
Jeremy Erickson,1938-08-14,2016-12-06,2021-12-06,70000.0,37507.04,32492.96
Leonard Wilson,1976-11-04,2010-04-22,2015-04-22,49000.0,39794.9,9205.099999999999
Michael Willingham,1936-03-15,2003-03-14,2008-03-14,59000.0,37321.28,21678.72
Esther Arrant,1973-05-17,2008-03-12,2013-03-12,57500.0,27851.11,29648.89
Audrey Smith,1950-04-25,2015-05-03,2020-05-03,25000.0,4720.3,20279.7
Evelyn Mintz,1947-09-25,2002-11-23,2007-11-23,75500.0,26980.99,48519.009999999995
Jacqueline Bailey,1960-08-09,2018-04-07,2023-04-07,38000.0,36618.94,1381.0599999999977
Clifford Ward,1954-08-06,2018-05-30,2023-05-30,41500.0,21113.14,20386.86
Celestine Hazelton,1921-01-11,2005-06-19,2010-06-19,67500.0,64282.23,3217.769999999997
Jennifer Hardy,1911-07-12,2004-05-21,2009-05-21,1000.0,291.7,708.3
Florence Schoberg,1985-05-21,2008-11-27,2013-11-27,9500.0,8201.29,1298.7099999999991
Robin Sisk,1980-02-19,2015-09-05,2020-09-05,81000.0,1429.48,79570.52
Ronald Belote,1982-04-15,2020-01-16,2025-01-16,70000.0,37470.58,32529.42
Curtis Torrez,1944-02-18,2013-12-06,2018-12-06,77000.0,63866.14,13133.86
Edward Johnson,1920-12-30,2012-02-06,2017-02-06,82000.0,79123.15,2876.850000000006
Steven Thomas,1928-02-12,2015-07-30,2020-07-30,12500.0,5049.27,7450.73
Ruth Gilbert,1959-03-30,2016-01-01,2021-01-01,78000.0,46689.41,31310.589999999997
Anne Grau,1951-04-24,2021-04-12,2026-04-12,26500.0,25219.44,1280.5600000000013
Jimmy King,1968-10-22,2010-07-13,2015-07-13,64500.0,42769.72,21730.28
Debra Osbourne,1958-03-13,2008-10-17,2013-10-17,17000.0,3130.81,13869.19
Elizabeth Porada,1906-12-04,2005-12-20,2010-12-20,70500.0,47061.31,23438.690000000002
Steven Williams,1946-08-24,2013-03-13,2018-03-13,95000.0,18118.83,76881.17
Sabrina Myers,1957-05-14,2010-10-20,2015-10-20,62500.0,12156.86,50343.14
Christopher Hug,1988-10-13,2016-08-16,2021-08-16,52000.0,38572.67,13427.330000000002
Andrea Miller,1962-11-14,2015-02-27,2020-02-27,13500.0,4602.94,8897.060000000001
Karen Lowe,1933-09-30,2011-01-02,2016-01-02,73000.0,12312.23,60687.770000000004
Bradley Tafoya,1951-05-19,2013-02-21,2018-02-21,45500.0,5004.28,40495.72
Elise Whetstine,1997-04-11,2016-01-12,2021-01-12,36500.0,5512.92,30987.08
Craig Rynn,1951-08-05,2007-09-02,2012-09-02,33500.0,24666.02,8833.98
Brenda Cauterucci,1995-10-19,2015-10-08,2020-10-08,48000.0,926.29,47073.71
Andrea Couture,1983-07-28,2021-07-13,2026-07-13,39500.0,27495.32,12004.68
Julia Simmons,1956-01-20,2004-12-16,2009-12-16,21000.0,6054.38,14945.619999999999
Vicki Pickett,1947-03-30,2008-12-03,2013-12-03,57500.0,31829.7,25670.3
Brandon Turner,1957-02-26,2019-12-30,2024-12-30,87500.0,25246.96,62253.04
Sharon Estrada,1931-02-07,2022-08-24,2027-08-24,98000.0,18410.66,79589.34
Robin Freeman,1990-07-12,2021-06-04,2026-06-04,83500.0,30099.02,53400.979999999996
Mary Hayes,1925-06-17,2000-06-01,2005-06-01,64000.0,41263.01,22736.989999999998
Keli Hang,1916-02-20,2008-08-26,2013-08-26,61000.0,15061.36,45938.64
Diane Harjo,1947-05-06,2008-06-26,2013-06-26,49500.0,19527.36,29972.64
Jennifer Hartel,1979-02-08,2019-02-07,2024-02-07,24000.0,3509.87,20490.13
Ashley Droke,1943-07-25,2022-11-17,2027-11-17,13000.0,9410.28,3589.7199999999993
Preston Wolfe,1961-12-21,2018-10-26,2023-10-26,16000.0,3030.47,12969.53
James Hillard,1991-10-14,2015-04-12,2020-04-12,46000.0,16727.62,29272.38
Barry Brown,1910-11-03,2000-11-17,2005-11-17,85500.0,19566.42,65933.58
Rita Page,1977-09-15,2010-03-28,2015-03-28,39000.0,5913.74,33086.26
Maria Anderson,1974-06-02,2016-02-16,2021-02-16,73000.0,65735.46,7264.539999999994
Ty Booker,1949-10-03,2004-11-09,2009-11-09,43000.0,30722.18,12277.82
Edna Schnarr,1995-01-27,2022-09-29,2027-09-29,100000.0,8025.14,91974.86
Glenn Saraf,1914-02-10,2002-10-14,2007-10-14,29500.0,15754.21,13745.79
Walter Smith,1935-09-29,2004-05-02,2009-05-02,41000.0,2474.93,38525.07
Sheree Cohen,1933-02-08,2006-07-16,2011-07-16,68500.0,17379.89,51120.11
Anita Taylor,1920-11-11,2016-01-24,2021-01-24,91500.0,90891.53,608.4700000000012
Theresa Helm,1943-09-11,2022-01-27,2027-01-27,99500.0,75828.19,23671.809999999998
Michael Butler,1990-04-04,2009-01-29,2014-01-29,99500.0,64248.63,35251.37
Earl Rusert,1920-10-04,2017-02-20,2022-02-20,20500.0,12015.63,8484.37
Margaret Gould,1908-12-20,2004-11-14,2009-11-14,72000.0,31458.12,40541.880000000005
David Stormo,1997-01-12,2019-02-18,2024-02-18,82000.0,47783.65,34216.35
Betty Lindsey,1954-06-14,2002-10-28,2007-10-28,3500.0,3414.65,85.34999999999991
Barbara Cockrell,1995-11-24,2015-03-22,2020-03-22,11500.0,9556.14,1943.8600000000006
Susan Hale,1916-08-10,2007-05-26,2012-05-26,34000.0,10750.25,23249.75
Rachael Coto,1928-02-09,2008-05-31,2013-05-31,23000.0,5000.93,17999.07
Christina Taylor,1978-04-15,2003-08-18,2008-08-18,10000.0,7155.87,2844.13
Gerald Scott,1933-07-15,2002-02-19,2007-02-19,46000.0,288.27,45711.73
Donald Delahunt,1989-04-06,2012-10-10,2017-10-10,2000.0,761.46,1238.54
Shane Sullivan,1981-02-20,2018-06-06,2023-06-06,72500.0,2049.81,70450.19
Glenda Bergin,1910-04-01,2007-10-03,2012-10-03,75500.0,6426.4,69073.6
Johnathan Carlson,1937-04-10,2017-08-04,2022-08-04,81000.0,47962.5,33037.5
Isabell Persaud,1956-12-26,2000-09-18,2005-09-18,33000.0,32380.94,619.0600000000013
Joel Lee,1928-03-25,2010-09-20,2015-09-20,63000.0,15308.42,47691.58
Diane Jones,1931-03-22,2001-12-02,2006-12-02,59000.0,26571.82,32428.18
Shane Moore,1941-11-02,2008-01-19,2013-01-19,30000.0,18532.77,11467.23
Ruth Hargis,1926-12-29,2010-07-23,2015-07-23,20000.0,12169.61,7830.389999999999
Travis Acres,1938-09-12,2002-08-08,2007-08-08,49500.0,46645.78,2854.220000000001
Tammy Blackstock,1945-06-16,2021-05-22,2026-05-22,85500.0,43092.41,42407.59
Robert Bates,1924-01-01,2022-12-11,2027-12-11,50000.0,17461.53,32538.47
Natasha Hull,2000-01-25,2020-06-23,2025-06-23,23500.0,20331.19,3168.8100000000013
Wendy Bassetti,1911-05-08,2008-05-04,2013-05-04,21000.0,6998.72,14001.279999999999
Christal Moor,1938-05-04,2014-05-19,2019-05-19,84500.0,78621.42,5878.580000000002
Laura Stone,1963-04-28,2000-07-09,2005-07-09,84500.0,35786.78,48713.22
David Eddinger,1992-12-31,2019-07-01,2024-07-01,25500.0,24360.74,1139.2599999999984
Robert Dove,1960-08-28,2013-08-10,2018-08-10,48500.0,25823.14,22676.86
Rafael Guild,1926-06-22,2008-02-17,2013-02-17,12000.0,10880.46,1119.5400000000009
John Mcclain,1981-01-09,2009-08-10,2014-08-10,56000.0,37278.49,18721.510000000002
Patrick Thero,1921-08-16,2005-05-21,2010-05-21,23500.0,11201.05,12298.95
Violet Vanhoose,1950-11-04,2022-01-14,2027-01-14,80000.0,25969.1,54030.9
Janet Wafer,1951-07-10,2016-03-26,2021-03-26,84500.0,42623.55,41876.45
Steve Figueroa,1986-11-08,2013-07-03,2018-07-03,3500.0,322.5,3177.5
David Bryant,1984-10-18,2016-10-10,2021-10-10,33000.0,17179.59,15820.41
Joni Espinosa,1954-09-19,2008-01-17,2013-01-17,41000.0,23818.99,17181.01
Martha Defelice,1951-11-17,2009-03-05,2014-03-05,91500.0,82404.12,9095.880000000005
Evelyn Kelly,1978-04-12,2000-12-19,2005-12-19,35500.0,20882.98,14617.02
Jasmine Beliveau,1921-05-25,2012-11-24,2017-11-24,84000.0,18254.08,65745.92
Samuel Rafferty,1947-01-19,2020-01-28,2025-01-28,25000.0,21908.61,3091.3899999999994
Foster Villescas,1952-07-30,2021-10-24,2026-10-24,3500.0,1590.4,1909.6
Benjamin Wortham,1913-12-12,2013-09-11,2018-09-11,18500.0,9384.11,9115.89
Clifton Ater,1962-11-02,2018-07-13,2023-07-13,31000.0,4736.54,26263.46
Leon Gonzalez,1978-12-19,2012-04-05,2017-04-05,79000.0,2923.73,76076.27
Johnathon Craven,1938-01-15,2008-03-19,2013-03-19,85000.0,9593.99,75406.01
Lemuel Weaver,1956-05-22,2001-07-12,2006-07-12,2500.0,1907.54,592.46
Harvey Lopez,1983-02-22,2013-02-13,2018-02-13,56000.0,23729.58,32270.42
Don Batiste,1992-09-24,2016-05-27,2021-05-27,500.0,436.78,63.22000000000003
Matthew Hamman,1996-01-01,2014-11-09,2019-11-09,74500.0,68108.58,6391.419999999998
Dan Simas,1915-04-16,2003-03-18,2008-03-18,19000.0,9259.5,9740.5
James Gilleland,1931-01-09,2012-03-02,2017-03-02,43500.0,38993.27,4506.730000000003
Kristine Mayer,1923-10-08,2001-02-09,2006-02-09,87500.0,2793.21,84706.79
Eric Beckman,1983-03-22,2014-12-08,2019-12-08,21500.0,18730.9,2769.0999999999985
Sophie Falbo,1953-03-20,2013-12-15,2018-12-15,76000.0,67861.11,8138.889999999999
Tim Hamilton,1905-07-06,2000-12-29,2005-12-29,18000.0,4329.94,13670.060000000001
Marie Nielsen,1973-11-04,2001-03-09,2006-03-09,26000.0,1689.56,24310.44
Rebecca Evens,1952-11-26,2002-06-07,2007-06-07,34500.0,31871.93,2628.0699999999997
Charles Lynn,1959-06-28,2015-05-01,2020-05-01,32000.0,22139.95,9860.05
Gary Theden,1919-04-11,2005-05-19,2010-05-19,4500.0,1927.97,2572.0299999999997
Cheryl Mcgehee,1967-04-28,2010-02-08,2015-02-08,71500.0,9765.67,61734.33
Phyllis Willoughby,1932-01-10,2008-09-04,2013-09-04,86500.0,32540.01,53959.990000000005
Andre Spencer,1968-11-24,2002-07-16,2007-07-16,16000.0,13401.27,2598.7299999999996
Ivan Armstrong,2003-05-12,2021-06-05,2026-06-05,57500.0,2491.15,55008.85
Linda Maldonado,1938-03-26,2005-04-13,2010-04-13,28000.0,4632.06,23367.94
Robert Viteri,1938-11-19,2005-09-08,2010-09-08,30000.0,27070.11,2929.8899999999994
Christopher Lara,1963-05-30,2001-03-10,2006-03-10,64000.0,23573.26,40426.740000000005
Michael Payton,1995-11-10,2015-09-30,2020-09-30,42000.0,25421.23,16578.77
Willie Parson,1967-05-30,2017-06-20,2022-06-20,76000.0,33186.83,42813.17
Donald Brickey,1924-08-06,2001-04-12,2006-04-12,51000.0,2113.0,48887.0
Luis Warwick,1989-05-09,2012-03-14,2017-03-14,81000.0,78308.87,2691.1300000000047
Trina Rock,1943-08-17,2007-08-05,2012-08-05,34000.0,27832.4,6167.5999999999985
Corinne Mills,1975-06-28,2012-01-06,2017-01-06,7500.0,4385.29,3114.71
Crystal Meeks,1921-09-05,2003-03-08,2008-03-08,16500.0,5841.7,10658.3
Betty Girres,1981-07-15,2018-07-09,2023-07-09,81000.0,23249.18,57750.82
Terrell Reddy,1939-06-01,2017-02-15,2022-02-15,90000.0,74925.65,15074.350000000006
Alfonso Potter,1956-03-30,2013-01-05,2018-01-05,18000.0,7747.84,10252.16
Margaret Williford,1993-09-08,2014-02-06,2019-02-06,60000.0,44788.73,15211.269999999997
Joann Dorris,1973-09-12,2000-10-26,2005-10-26,4500.0,2739.33,1760.67
Barbara Martin,1992-10-15,2015-08-14,2020-08-14,8000.0,3035.44,4964.5599999999995
Judith Jackson,1919-01-02,2010-09-14,2015-09-14,79000.0,43132.14,35867.86
Anthony Stall,1956-09-11,2005-09-05,2010-09-05,98500.0,52526.18,45973.82
Herman Barnes,1926-06-18,2012-04-28,2017-04-28,86500.0,64689.81,21810.190000000002
Elizabeth Kearns,1943-02-11,2015-12-12,2020-12-12,30500.0,5152.92,25347.08
Daniel Murphy,1976-11-21,2011-05-13,2016-05-13,87500.0,80477.3,7022.699999999997
Lucy Conroy,1978-10-05,2020-01-06,2025-01-06,73000.0,41159.16,31840.839999999997
Barbara Coelho,1931-06-15,2011-07-07,2016-07-07,89000.0,66261.62,22738.380000000005
Randell Forrest,1930-01-25,2010-11-02,2015-11-02,51000.0,1333.54,49666.46
Carl Clark,1995-05-29,2018-06-11,2023-06-11,46000.0,34812.48,11187.519999999997
Carlos Peterson,1993-10-26,2020-06-20,2025-06-20,29000.0,3930.49,25069.510000000002
Clyde Gonzales,1944-07-11,2014-05-27,2019-05-27,4500.0,1402.08,3097.92
Connie Brushwood,1965-12-10,2002-10-02,2007-10-02,29000.0,1343.18,27656.82
Frank Diaz,1985-12-27,2008-09-18,2013-09-18,24500.0,23781.42,718.5800000000017
William Hightower,1942-08-14,2005-03-02,2010-03-02,73500.0,59049.55,14450.449999999997
Clarence Ross,1936-04-21,2004-09-19,2009-09-19,94500.0,20659.94,73840.06
Janet Maxwell,1956-11-28,2015-01-21,2020-01-21,14000.0,12658.49,1341.5100000000002
